TraceId: ] 2023-10-05 17:21:21.706 [main] INFO  com.hqx.weblog.web.WeblogWebApplication - Starting WeblogWebApplication using Java 1.8.0_152 on DESKTOP-EP4947T with PID 25224 (D:\code\myprojects\weblog-springboot\weblog-web\target\classes started by hqx in D:\code\myprojects\weblog-springboot)
TraceId: ] 2023-10-05 18:16:03.919 [main] INFO  com.hqx.weblog.web.WeblogWebApplication - Starting WeblogWebApplication using Java 1.8.0_152 on DESKTOP-EP4947T with PID 2352 (D:\code\myprojects\weblog-springboot\weblog-web\target\classes started by hqx in D:\code\myprojects\weblog-springboot)
TraceId: ] 2023-10-05 18:16:03.921 [main] INFO  com.hqx.weblog.web.WeblogWebApplication - The following profiles are active: prod
TraceId: ] 2023-10-05 18:16:04.496 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
TraceId: ] 2023-10-05 18:16:04.497 [main] INFO  org.apache.catalina.core.AprLifecycleListener - An older version [1.2.26] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
TraceId: ] 2023-10-05 18:16:04.497 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.2.26] using APR version [1.7.0].
TraceId: ] 2023-10-05 18:16:04.497 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
TraceId: ] 2023-10-05 18:16:04.497 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
TraceId: ] 2023-10-05 18:16:04.499 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1i  8 Dec 2020]
TraceId: ] 2023-10-05 18:16:04.503 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
TraceId: ] 2023-10-05 18:16:04.503 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.56]
TraceId: ] 2023-10-05 18:16:04.540 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
TraceId: ] 2023-10-05 18:16:04.540 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 588 ms
TraceId: ] 2023-10-05 18:16:04.738 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
TraceId: ] 2023-10-05 18:16:04.741 [main] INFO  com.hqx.weblog.web.WeblogWebApplication - Started WeblogWebApplication in 1.136 seconds (JVM running for 2.223)
TraceId: ] 2023-10-05 18:16:27.146 [http-nio-8080-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
TraceId: ] 2023-10-05 18:16:27.146 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
TraceId: ] 2023-10-05 18:16:27.146 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
TraceId: 78ee9491-c369-4422-a34d-66b8e3433191] 2023-10-05 18:16:27.232 [http-nio-8080-exec-2] INFO  com.hqx.weblog.common.aspect.ApiOperationLogAspect - ====== 请求开始：[测试接口], 入参：{"username":"hhhhh","sex":1} , 请求类：TestController，请求方法：test ============================
TraceId: 78ee9491-c369-4422-a34d-66b8e3433191] 2023-10-05 18:16:27.239 [http-nio-8080-exec-2] INFO  com.hqx.weblog.web.controller.TestController - ++++++++执行了test方法的逻辑
TraceId: 78ee9491-c369-4422-a34d-66b8e3433191] 2023-10-05 18:16:27.239 [http-nio-8080-exec-2] INFO  com.hqx.weblog.common.aspect.ApiOperationLogAspect - ===== 请求结束：[测试接口]，耗时：15ms，出参：{"username":"hhhhh","sex":1} ==========================================
